,Make,Model,Year,MSRP,Front Wheel Size (in),Displacement,Engine Type,"Width, Max w/o mirrors (in)","Height, Overall (in)","Length, Overall (in)",Drivetrain,Passenger Capacity,Passenger Doors,Body Style,Net Horsepower,City Gas Mileage (mpg),Highway Gas Mileage (mpg)
2021 Mazda MAZDA3,Mazda,MAZDA3,2021,22650,16,25,Gas,70.7,56.7,175.6,FWD,5,4,4dr,180,26,34 
2020 Mazda MAZDA3,Mazda,MAZDA3,2020,25100,18,25,Gas,70.7,56.7,175.6,AWD,5,4,4dr,180,24,32 
2019 Mazda MAZDA3,Mazda,MAZDA3,2019,25000,18,25,Gas,70.7,56.7,175.6,AWD,5,4,4dr,180,24,32 
2018 Mazda MAZDA3,Mazda,MAZDA3,2018,24195,18,25,Gas,70.7,57.3,180.3,FWD,5,4,4dr,180,27,36 
2017 Mazda MAZDA3,Mazda,MAZDA3,2017,24195,18,25,Gas,70.7,57.3,180.3,FWD,5,4,4dr,180,27,36 
2016 Mazda MAZDA3,Mazda,MAZDA3,2016,23595,16,20,Gas,70.7,57.3,180.3,FWD,5,4,4dr,150,30,41 
2015 Mazda MAZDA3,Mazda,MAZDA3,2015,23795,16,20,Gas,70.7,57.3,180.3,FWD,5,4,4dr,150,30,41 
2014 Mazda MAZDA3,Mazda,MAZDA3,2014,23795,16,20,Gas,70.7,57.3,180.3,FWD,5,4,4dr,150,30,41 
2013 Mazda MAZDA3,Mazda,MAZDA3,2013,23650,17,20,Gas,69.1,57.9,180.9,FWD,5,4,4dr,150,28,40 
2012 Mazda MAZDA3,Mazda,MAZDA3,2012,22550,17,20,Gas,69.1,57.9,180.9,FWD,5,4,4dr,150,28,40 
2011 Mazda MAZDA3,Mazda,MAZDA3,2011,17555,16,20,Gas,69.1,57.9,180.7,FWD,5,4,4dr,140,24,33 
2010 Mazda MAZDA3,Mazda,MAZDA3,2010,17105,16,20,Gas,69.1,57.9,180.7,FWD,5,4,4dr,140,24,33 
2009 Mazda MAZDA3,Mazda,MAZDA3,2009,15590,15,20,Gas,69.1,57.7,177.4,FWD,5,4,4dr,140,22,30 
2008 Mazda MAZDA3,Mazda,MAZDA3,2008,14795,15,20,Gas,69.1,57.7,177.4,FWD,5,4,4dr,140,23,31 
2023 Mazda CX-9,Mazda,CX-9,2023,44830,20,25,Gas,77.5,67.6,199.4,AWD,6,4,SUV,220,20,26 
2022 Mazda CX-9,Mazda,CX-9,2022,43930,20,25,Gas,77.5,67.6,199.4,AWD,6,4,SUV,220,20,26 
2021 Mazda CX-9,Mazda,CX-9,2021,43180,20,25,Gas,77.5,67.6,199.4,AWD,6,4,SUV,220,20,26 
2020 Mazda CX-9,Mazda,CX-9,2020,43450,20,25,Gas,77.5,67.6,199.4,AWD,7,4,SUV,220,20,26 
2019 Mazda CX-9,Mazda,CX-9,2019,42640,20,25,Gas,77.5,67.6,199.4,AWD,7,4,SUV,220,20,26 
2018 Mazda CX-9,Mazda,CX-9,2018,42270,20,25,Gas,77.5,67.6,199.4,AWD,7,4,SUV,220,20,26 
2017 Mazda CX-9,Mazda,CX-9,2017,42270,20,25,Gas,77.2,67.6,199.4,AWD,7,4,SUV,220,20,26 
2016 Mazda CX-9,Mazda,CX-9,2016,41970,20,25,Gas,77.5,67.6,199.4,AWD,7,4,SUV,220,21,27 
2015 Mazda CX-9,Mazda,CX-9,2015,36625,20,37,Gas,76.2,68,200.2,AWD,7,4,SUV,270,16,22 
2014 Mazda CX-9,Mazda,CX-9,2014,36625,20,37,Gas,76.2,68,200.2,AWD,7,4,SUV,270,16,22 
2013 Mazda CX-9,Mazda,CX-9,2013,36375,20,37,Gas,76.2,68.0,200.6,AWD,7,4,SUV,270,16,22 
2012 Mazda CX-9,Mazda,CX-9,2012,35125,20,37,Gas,76.2,68.0,200.2,AWD,7,4,SUV,270,16,22 
2011 Mazda CX-9,Mazda,CX-9,2011,34535,20,37,Gas,76.2,68.0,200.2,AWD,7,4,SUV,270,16,22 
2010 Mazda CX-9,Mazda,CX-9,2010,34215,20,37,Gas,76.2,68.0,199.8,AWD,7,4,SUV,270,15,21 
2009 Mazda CX-9,Mazda,CX-9,2009,35205,20,37,Gas,76.2,68.0,199.8,AWD,7,4,SUV,270,15,21 
2008 Mazda CX-9,Mazda,CX-9,2008,34655,20,37,Gas,76.2,68.0,199.8,AWD,7,4,SUV,270,15,21 
2024 Mazda CX-30,Mazda,CX-30,2024,32790,18,25,Gas,70.7,61.7,173,AWD,5,4,SUV,220,,
2023 Mazda CX-30,Mazda,CX-30,2023,22950,16,25,Gas,70.7,61.7,173,AWD,5,4,SUV,190,26,33 
2022 Mazda CX-30,Mazda,CX-30,2022,22500,16,25,Gas,70.7,61.7,173,AWD,5,4,SUV,180,24,31 
2021 Mazda CX-30,Mazda,CX-30,2021,23450,16,25,Gas,70.7,61.7,173,AWD,5,4,SUV,180,24,31 
2020 Mazda CX-30,Mazda,CX-30,2020,23300,16,25,Gas,70.7,61.7,173,AWD,5,4,SUV,180,24,31 
2023 Mazda MX-5 Miata,Mazda,MX-5 Miata,2023,31550,17,20,Gas,68.3,48.8,154.1,RWD,2,2,Convertible,180,26,34 
2022 Mazda MX-5 Miata,Mazda,MX-5 Miata,2022,31150,17,20,Gas,68.3,48.8,154.1,RWD,2,2,Convertible,180,26,34 
2021 Mazda MX-5 Miata,Mazda,MX-5 Miata,2021,30890,17,20,Gas,68.3,48.8,154.1,RWD,2,2,Convertible,180,26,35 
2020 Mazda MX-5 Miata,Mazda,MX-5 Miata,2020,33195,17,20,Gas,68.3,48.8,154.1,RWD,2,2,Convertible,180,26,35 
2019 Mazda MX-5 Miata,Mazda,MX-5 Miata,2019,35495,17,20,Gas,68.3,48.8,154.1,RWD,2,2,Convertible,180,26,35 
2018 Mazda MX-5 Miata,Mazda,MX-5 Miata,2018,29755,17,20,Gas,68.3,48.8,154.1,RWD,2,2,Convertible,150,26,35 
2017 Mazda MX-5 Miata,Mazda,MX-5 Miata,2017,29530,17,20,Gas,68.3,48.8,154.1,RWD,2,2,Convertible,150,26,35 
2016 Mazda MX-5 Miata,Mazda,MX-5 Miata,2016,29330,17,20,Gas,68.3,48.8,154.1,RWD,2,2,Convertible,150,27,36 
2015 Mazda MX-5 Miata,Mazda,MX-5 Miata,2015,27505,17,20,Gas,67.7,49,157.3,RWD,2,2,Convertible,150,21,28 
2014 Mazda MX-5 Miata,Mazda,MX-5 Miata,2014,27505,17,20,Gas,67.7,49,157.3,RWD,2,2,Convertible,150,,
2013 Mazda MX-5 Miata,Mazda,MX-5 Miata,2013,27305,17,20,Gas,67.7,49.0,157.3,RWD,2,2,Convertible,150,21,28 
2012 Mazda MX-5 Miata,Mazda,MX-5 Miata,2012,28200,17,20,Gas,67.7,49.0,157.3,RWD,2,2,Convertible,150,21,28 
2011 Mazda MX-5 Miata,Mazda,MX-5 Miata,2011,27810,17,20,Gas,67.7,49.0,157.3,RWD,2,2,Convertible,150,21,28 
2010 Mazda MX-5 Miata,Mazda,MX-5 Miata,2010,27660,17,20,Gas,67.7,49.0,157.3,RWD,2,2,Convertible,150,21,28 
2009 Mazda MX-5 Miata,Mazda,MX-5 Miata,2009,27450,17,20,Gas,67.7,49.0,157.3,RWD,2,2,Convertible,150,,
2008 Mazda MX-5 Miata,Mazda,MX-5 Miata,2008,26340,17,20,Gas,67.7,49.0,157.3,RWD,2,2,Convertible,150,20,27 
2023 Mercedes-Benz EQE,Mercedes-Benz,EQE,2023,106900,20,,Electric,75,58.8,196.9,AWD,5,4,4dr,610,,
2023 Mercedes-Benz EQS,Mercedes-Benz,EQS,2023,147550,21,,Electric,75.8,59.8,207.3,AWD,5,4,4dr,640,,
2022 Mercedes-Benz EQS,Mercedes-Benz,EQS,2022,147500,21,,Electric,75.8,59.8,207.3,AWD,5,4,4dr,640,,
2024 Mercedes-Benz E Class,Mercedes-Benz,E Class,2024,,,,,,,,,,,,,,
2023 Mercedes-Benz E Class,Mercedes-Benz,E Class,2023,91500,19,30,Gas/Electric,73.2,56.2,190.6,AWD,4,2,Convertible,420,20,27 
2022 Mercedes-Benz E Class,Mercedes-Benz,E Class,2022,84350,19,30,Gas/Electric,73.2,56.2,190.6,AWD,4,2,Convertible,420,20,27 
2021 Mercedes-Benz E Class,Mercedes-Benz,E Class,2021,82850,19,30,Gas/Electric,73.2,56.2,190.6,AWD,4,2,Convertible,420,21,27 
2020 Mercedes-Benz E Class,Mercedes-Benz,E Class,2020,81650,19,30,Gas/Electric,73.2,56.2,190.6,AWD,4,2,Convertible,420,20,26 
2019 Mercedes-Benz E Class,Mercedes-Benz,E Class,2019,80350,19,30,Gas/Electric,73.2,56.2,190.6,AWD,4,2,Convertible,420,20,26 
2018 Mercedes-Benz E Class,Mercedes-Benz,E Class,2018,71600,19,30,Gas,73.2,57,194.6,AWD,5,4,4dr,390,19,25 
2017 Mercedes-Benz E Class,Mercedes-Benz,E Class,2017,72400,19,30,Gas,73.2,57,194.6,AWD,5,4,4dr,390,18,25 
2016 Mercedes-Benz E Class,Mercedes-Benz,E Class,2016,62250,18,30,Gas,70.3,55,185,RWD,4,2,Convertible,320,20,29 
2015 Mercedes-Benz E Class,Mercedes-Benz,E Class,2015,61350,18,30,Gas,70.3,55,185,RWD,4,2,Convertible,320,20,29 
2014 Mercedes-Benz E Class,Mercedes-Benz,E Class,2014,60200,18,35,Gas,70.3,55,185,RWD,4,2,Convertible,300,19,28 
2013 Mercedes-Benz E Class,Mercedes-Benz,E Class,2013,59070,18,35,Gas,70.3,55.0,185.0,RWD,4,2,Convertible,300,19,28 
2012 Mercedes-Benz E Class,Mercedes-Benz,E Class,2012,57720,17,35,Gas,75.9,55.2,185.0,RWD,4,2,Convertible,300,18,28 
2011 Mercedes-Benz E Class,Mercedes-Benz,E Class,2011,56850,17,35,Gas,70.3,55.2,185.0,RWD,4,2,Convertible,260,17,25 
2010 Mercedes-Benz E Class,Mercedes-Benz,E Class,2010,48050,17,35,Gas,75.9,55.0,185.0,RWD,4,2,2dr,260,17,26 
2009 Mercedes-Benz E Class,Mercedes-Benz,E Class,2009,54200,16,30,Diesel,71.7,57.0,191.0,RWD,5,4,4dr,210,23,32 
2008 Mercedes-Benz E Class,Mercedes-Benz,E Class,2008,52200,16,30,Diesel,71.7,58.4,191.0,RWD,5,4,4dr,210,23,32 
2024 Mercedes-Benz GLS Class,Mercedes-Benz,GLS Class,2024,,,,,,,,,,,,,,
2023 Mercedes-Benz GLS Class,Mercedes-Benz,GLS Class,2023,139000,21,40,Gas/Electric,79.9,70.2,206.4,AWD,7,4,SUV,600,14,19 
2022 Mercedes-Benz GLS Class,Mercedes-Benz,GLS Class,2022,135400,21,40,Gas/Electric,79.9,70.2,206.4,AWD,7,4,SUV,600,14,18 
2021 Mercedes-Benz GLS Class,Mercedes-Benz,GLS Class,2021,132100,21,40,Gas/Electric,79.9,70.2,206.4,AWD,7,4,SUV,600,14,18 
2020 Mercedes-Benz GLS Class,Mercedes-Benz,GLS Class,2020,75950,19,30,Gas/Electric,77,71.8,205,AWD,7,4,SUV,360,19,23 
2019 Mercedes-Benz GLS Class,Mercedes-Benz,GLS Class,2019,126150,21,55,Gas,76.1,72.8,203.2,AWD,7,4,SUV,570,13,18 
2018 Mercedes-Benz GLS Class,Mercedes-Benz,GLS Class,2018,125300,21,55,Gas,76.1,72.8,203.2,AWD,7,4,SUV,570,13,18 
2017 Mercedes-Benz GLS Class,Mercedes-Benz,GLS Class,2017,124100,21,55,Gas,76.1,72.8,203.2,AWD,7,4,SUV,570,13,17 
2024 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2024,89800,21,30,Gas/Electric,79.3,67.6,195.3,AWD,5,4,SUV,420,,
2023 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2023,81200,21,30,Gas/Electric,79.3,67.6,195.3,AWD,5,4,SUV,420,17,21 
2022 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2022,78450,21,30,Gas/Electric,79.3,67.6,195.3,AWD,5,4,SUV,420,17,21 
2021 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2021,76500,21,30,Gas/Electric,79.3,67.6,195.3,AWD,5,4,SUV,420,18,23 
2020 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2020,56750,19,20,Gas,76.7,70.7,194.3,AWD,5,4,SUV,250,19,26 
2019 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2019,71350,21,30,Gas,78.9,67.7,192.6,AWD,5,4,SUV,380,17,22 
2018 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2018,70500,21,30,Gas,78.9,67.7,192.6,AWD,5,4,SUV,380,17,22 
2017 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2017,69650,21,30,Gas,78.9,67.7,192.6,AWD,5,4,SUV,360,17,23 
2016 Mercedes-Benz GLE Class,Mercedes-Benz,GLE Class,2016,99950,20,55,Gas,75.8,69.4,191,AWD,5,4,SUV,550,13,17 
2023 Mercedes-Benz C Class,Mercedes-Benz,C Class,2023,69250,18,30,Gas,71.3,55.3,184.8,AWD,4,2,Convertible,380,18,28 
2022 Mercedes-Benz C Class,Mercedes-Benz,C Class,2022,67000,18,30,Gas,71.3,55.3,184.8,AWD,4,2,Convertible,380,19,28 
2021 Mercedes-Benz C Class,Mercedes-Benz,C Class,2021,65500,18,30,Gas,71.3,55.3,184.8,AWD,4,2,Convertible,380,19,27 
2020 Mercedes-Benz C Class,Mercedes-Benz,C Class,2020,64750,18,30,Gas,71.3,55.4,184.8,AWD,4,2,Convertible,380,18,25 
2019 Mercedes-Benz C Class,Mercedes-Benz,C Class,2019,63650,18,30,Gas,71.3,55.4,184.8,AWD,4,2,Convertible,380,18,25 
2018 Mercedes-Benz C Class,Mercedes-Benz,C Class,2018,60800,18,30,Gas,71.3,55.4,184.9,AWD,4,2,Convertible,360,19,26 
2017 Mercedes-Benz C Class,Mercedes-Benz,C Class,2017,60400,18,30,Gas,71.3,55.4,184.9,AWD,4,2,Convertible,360,19,26 
2016 Mercedes-Benz C Class,Mercedes-Benz,C Class,2016,65250,18,40,Gas,72.4,56.5,187,RWD,5,4,4dr,460,18,25 
2015 Mercedes-Benz C Class,Mercedes-Benz,C Class,2015,39400,17,18,Gas,69.7,54.8,180.7,RWD,4,2,2dr,200,22,31 
2014 Mercedes-Benz C Class,Mercedes-Benz,C Class,2014,38200,17,18,Gas,69.7,54.8,180.7,RWD,4,2,2dr,200,,
2013 Mercedes-Benz C Class,Mercedes-Benz,C Class,2013,37800,17,18,Gas,69.7,54.8,180.7,RWD,5,2,2dr,200,21,31 
2012 Mercedes-Benz C Class,Mercedes-Benz,C Class,2012,37220,17,18,Gas,69.7,54.8,180.7,RWD,5,2,2dr,200,21,31 
2011 Mercedes-Benz C Class,Mercedes-Benz,C Class,2011,37900,17,30,Gas,69.7,56.9,182.3,AWD,5,4,4dr,220,18,25 
2010 Mercedes-Benz C Class,Mercedes-Benz,C Class,2010,37100,17,30,Gas,69.7,56.9,182.3,AWD,5,4,4dr,220,18,25 
2009 Mercedes-Benz C Class,Mercedes-Benz,C Class,2009,36450,17,30,Gas,69.7,56.9,182.3,AWD,5,4,4dr,220,17,25 
2008 Mercedes-Benz C Class,Mercedes-Benz,C Class,2008,34840,17,30,Gas,69.7,56.9,182.3,AWD,5,4,4dr,220,17,25 
2023 Mercedes-Benz GLC Class,Mercedes-Benz,GLC Class,2023,68200,20,30,Gas,76,62.4,187,AWD,5,4,SUV,380,17,24 
2022 Mercedes-Benz GLC Class,Mercedes-Benz,GLC Class,2022,66500,20,30,Gas,76,62.4,187,AWD,5,4,SUV,380,16,24 
2021 Mercedes-Benz GLC Class,Mercedes-Benz,GLC Class,2021,64900,20,30,Gas,76,62.4,187,AWD,5,4,SUV,380,17,24 
2020 Mercedes-Benz GLC Class,Mercedes-Benz,GLC Class,2020,63000,20,30,Gas,76,62.5,186.2,AWD,5,4,SUV,380,18,24 
2019 Mercedes-Benz GLC Class,Mercedes-Benz,GLC Class,2019,61200,20,30,Gas,76,62.5,186.1,AWD,5,4,SUV,360,19,24 
2018 Mercedes-Benz GLC Class,Mercedes-Benz,GLC Class,2018,60400,20,30,Gas,76,62.5,186.1,AWD,5,4,SUV,360,18,24 
2017 Mercedes-Benz GLC Class,Mercedes-Benz,GLC Class,2017,59650,20,30,Gas,76,62.5,186.1,AWD,5,4,SUV,360,,
2016 Mercedes-Benz GLC Class,Mercedes-Benz,GLC Class,2016,40950,18,20,Gas,74.4,64.5,183.3,AWD,5,4,SUV,240,21,28 
2023 Mercedes-Benz S Class,Mercedes-Benz,S Class,2023,193400,19,40,Gas/Electric,75.6,59.4,215.3,AWD,5,4,4dr,490,15,25 
2022 Mercedes-Benz S Class,Mercedes-Benz,S Class,2022,184900,19,40,Gas/Electric,75.6,59.4,215.3,AWD,5,4,4dr,490,15,24 
2021 Mercedes-Benz S Class,Mercedes-Benz,S Class,2021,185400,20,40,Gas,75.3,56,198.9,AWD,4,2,Convertible,600,14,24 
2020 Mercedes-Benz S Class,Mercedes-Benz,S Class,2020,183500,20,40,Gas,75.3,56,198.9,AWD,4,2,Convertible,600,15,24 
2019 Mercedes-Benz S Class,Mercedes-Benz,S Class,2019,180100,20,40,Gas,75.3,56,198.9,AWD,4,2,Convertible,600,15,24 
2018 Mercedes-Benz S Class,Mercedes-Benz,S Class,2018,179500,20,40,Gas,75.3,56,198.9,AWD,4,2,Convertible,600,15,24 
2017 Mercedes-Benz S Class,Mercedes-Benz,S Class,2017,176400,20,55,Gas,75.3,56.2,198.6,AWD,4,2,Convertible,570,14,22 
2016 Mercedes-Benz S Class,Mercedes-Benz,S Class,2016,163150,20,55,Gas,75.3,56,198.6,AWD,4,2,2dr,570,15,23 
2015 Mercedes-Benz S Class,Mercedes-Benz,S Class,2015,119900,19,47,Gas,74.8,55.8,197.9,AWD,4,2,2dr,440,16,24 
2014 Mercedes-Benz S Class,Mercedes-Benz,S Class,2014,95900,18,46,Gas,74.8,58.8,206.5,AWD,5,4,4dr,440,,
2013 Mercedes-Benz S Class,Mercedes-Benz,S Class,2013,93000,18,30,Diesel,73.7,58.0,206.5,AWD,5,4,4dr,240,21,31 
2012 Mercedes-Benz S Class,Mercedes-Benz,S Class,2012,92550,18,30,Diesel,73.7,58.0,206.5,AWD,5,4,4dr,240,21,31 
2011 Mercedes-Benz S Class,Mercedes-Benz,S Class,2011,91000,18,35,Gas/Electric,73.7,58.0,206.5,RWD,5,4,4dr,290,19,25 
2010 Mercedes-Benz S Class,Mercedes-Benz,S Class,2010,87950,18,35,Gas/Electric,73.7,58.0,206.5,RWD,5,4,4dr,290,19,25 
2009 Mercedes-Benz S Class,Mercedes-Benz,S Class,2009,147450,18,55,Gas,73.7,58.0,205.0,RWD,5,4,4dr,510,11,17 
2008 Mercedes-Benz S Class,Mercedes-Benz,S Class,2008,144200,18,55,Gas,73.7,58.0,205.0,RWD,5,4,4dr,510,11,17 
2023 Mercedes-Benz CLS Class,Mercedes-Benz,CLS Class,2023,76500,19,30,Gas/Electric,73.9,56.3,196.4,AWD,5,4,4dr,360,22,30 
2022 Mercedes-Benz CLS Class,Mercedes-Benz,CLS Class,2022,72950,19,30,Gas/Electric,73.9,56.3,196.4,AWD,5,4,4dr,360,22,30 
2021 Mercedes-Benz CLS Class,Mercedes-Benz,CLS Class,2021,81550,19,30,Gas/Electric,74.6,56,199.1,AWD,5,4,4dr,420,21,26 
2020 Mercedes-Benz CLS Class,Mercedes-Benz,CLS Class,2020,81200,19,30,Gas/Electric,74.6,56,199.1,AWD,5,4,4dr,420,21,27 
2019 Mercedes-Benz CLS Class,Mercedes-Benz,CLS Class,2019,79900,19,30,Gas/Electric,74.4,56,199.1,AWD,5,4,4dr,420,21,27 
2018 Mercedes-Benz CLS Class,Mercedes-Benz,CLS Class,2018,108900,19,55,Gas,74.1,56.3,195.6,AWD,4,4,4dr,550,16,22 
2017 Mercedes-Benz CLS Class,Mercedes-Benz,CLS Class,2017,108900,19,55,Gas,74.1,55.4,196.7,AWD,4,4,4dr,550,16,22 
2016 Mercedes-Benz CLS Class,Mercedes-Benz,CLS Class,2016,107800,19,55,Gas,74.1,55.4,196.7,AWD,4,4,4dr,570,16,22 
